identifier/0/__text,identifier/1/__text,title/__text,creator/0/__text,format/0/__text,format/1/__text,extent/__text,publisher/__text,date/__text,description/0/__text,description/1/__text,isVersionOf/__text,subject/0/__text,subject/1/__text,subject/2/__text,subject/3/__text,subject/4/__text,subject/5/__text,subject/6/__text,subject/7/__text,subject/8/__text,subject/9/__text,subject/10/__text,subject/11/__text,rights/__text,subject/12/__text,creator/1/__text,subject/13/__text,subject/14/__text,creator/2/__text,creator/3/__text,creator/4/__text,description/2/__text
74897911,http://digital.nls.uk/74897911,New song on Sword Dance.,"White, John (Printer of Liverpool)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,""" ... winner of the Chester Cup, 1880"". First line reads: You sporting gents listen till I sing a song. In two columns with an illustration above the title..",Electronic reproduction of: New song on Sword Dance. 1 item ;  x  cm.,Woodcuts (prints),Ballads (documents),Racehorses,Winners,"Europe, United Kingdom, England, Merseyside, Liverpool urban district, Liverpool (inhabited place)","Europe, United Kingdom, England, Cheshire, Chester (inhabited place)",,,,,,,Available under Creative Commons license; Attribution,,"White, John (Printer of Liverpool)",,,,,,
74897914,http://digital.nls.uk/74897914,Voltigeur.,"Rouget de Lisle, Claude Joseph, 1760-1836",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,""" ... the winner of the St Ledger [sic] and Cup at Doncaster, 1850"". Voltigeur - first line reads: You sportsmen all attend awhile I unto you relate. The Marseillaise hymn - first line reads: Ye sons of France, awake to glory. In two columns. Two ballads..",Electronic reproduction of: Voltigeur. 1 item ;  x  cm.,St. Leger (Horse race : England),Ballads (documents),Racehorses,"Europe, United Kingdom, England, Newcastle-upon-Tyne, Newcastle-upon-Tyne (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,"Williamson, H., bookseller in Newcastle",,,,,,
74897917,http://digital.nls.uk/74897917,New song on The Colonel.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,""" ... triple winner of the Grand National"". The Colonel won the Grand National in 1869 and 1870 but did not win it three times, Red Rum in 1977 was the first triple winner. First line reads: You sportsmen just listen, till I sing a song..",Electronic reproduction of: New song on The Colonel. 1 item ;  x  cm.,Grand National (Horse race),Woodcuts (prints),Ballads (documents),Racehorses,"Europe, United Kingdom, England (country)","Europe, United Kingdom, England, Merseyside, Sefton, Aintree (inhabited place)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897926,http://digital.nls.uk/74897926,Compel them to come.,"Walker, George (Printer of North Shields)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"First line reads: We are travelling home to Heaven above,/ will you go. In two columns with an illustration above each. The same ballad has been printed twice on the same sheet but with different illustrations above the titles..",Electronic reproduction of: Compel them to come. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Heaven,Christianity,"Europe, United Kingdom, England, Durham, Durham (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897941,http://digital.nls.uk/74897941,"Banners of Erin; or, Red, white, and blue.",,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: You true-hearted sons of old Erin attend for a while to my lay. In one column with an illustration above the title and another at the foot..,"Electronic reproduction of: Banners of Erin; or, Red, white, and blue. 1 item ;  x  cm.",Irish,Woodcuts (prints),Ballads (documents),Flags,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897950,http://digital.nls.uk/74897950,Game of cards.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: You true sons of Erin draw near me. In two columns with an illustration above the title..,Electronic reproduction of: Game of cards. 1 item ;  x  cm.,Fenians,John Bull (Symbolic character),Woodcuts (prints),Ballads (documents),Card games (physical activities),Politics,Government,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897953,http://digital.nls.uk/74897953,Pope's visit to Ireland.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: You true sons of old Erin I hope you will assemble. In one column with an illustration above the title..,Electronic reproduction of: Pope's visit to Ireland. 1 item ;  x  cm.,"Pius IX, Pope, 1792-1878",Catholic Church,Woodcuts (prints),Ballads (documents),"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897956,http://digital.nls.uk/74897956,Grand procession.,"Mundy, Edward",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"The text mentions the procession taking place in 'the year 39'. First line reads: You true sons of Erin, that's sober and steady. In two columns with an illustration..",Electronic reproduction of: Grand procession. 1 item ;  x  cm.,Woodcuts (prints),Ballads (documents),Processions,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897959,http://digital.nls.uk/74897959,New song on Parole.,"White, John (Printer of Liverpool)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,""" ... the great Yankee gelding"". Parole finished fourth in the Chester cup in 1879. First line reads: You turfits and you sporting gents. In two columns with an illustration above the title..",Electronic reproduction of: New song on Parole. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Racehorses,"Europe, United Kingdom, England, Merseyside, Liverpool urban district, Liverpool (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897986,http://digital.nls.uk/74897986,Queen's visit to Scotland.,"Morgan, John",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,Dated at the foot of the second column in pencil '1857'. First line reads: You Woolwich people lend an ear. In two columns with an illustration above the first..,Electronic reproduction of: Queen's visit to Scotland. 1 item ;  x  cm.,"Victoria, Queen of Great Britain, 1819-1901",Ballads (documents),Woodcuts (prints),Ballads (documents),Queens (people),Journeys,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897989,http://digital.nls.uk/74897989,Albert and Victoria's proposed change in life.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,Dated at the foot of the sheet in pencil '1845' . First line reads: He./ Young Albert said to his wife one day. In two columns..,Electronic reproduction of: Albert and Victoria's proposed change in life. 1 item ;  x  cm.,"Victoria, Queen of Great Britain, 1819-1901","Albert, Prince Consort of Victoria, Queen of Great Britain, 1819-1861",Ballads (documents),Royalty,Ballads (documents),"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74898031,http://digital.nls.uk/74898031,[NLSBLANK].,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,,Electronic reproduction of: [NLSBLANK]. 1 item ;  x  cm.,"Petre, Edward, 1631-1699",Devil,"James II, King of England, 1633-1701",Ballads (documents),Kings (people),Religion (discipline),Confessors,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,Available under Creative Commons license; Attribution,,,,,,,,
74898055,http://digital.nls.uk/74898055,Duke of Cumberland's frolick.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: Duke William and a nobleman. In two columns with a four woodcuts above the title..,Electronic reproduction of: Duke of Cumberland's frolick. 1 item ;  x  cm.,"Cumberland, William Augustus, Duke of, 1721-1765",Ballads (documents),Woodcuts (prints),Ballads (documents),Dukes,"Europe, United Kingdom, England (country)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74898067,http://digital.nls.uk/74898067,"Remarks on the young ladies petition, to the revnd Dr B-rk-y.","Owens, Samuel",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"First line reads: Fair lady your petition with care I did read. In answer to 'The humble petition of a beautiful young lady' [1725?], asking to be allowed to accompany George Berkeley to his projected college in the Bermudas..","Electronic reproduction of: Remarks on the young ladies petition, to the revnd Dr B-rk-y. 1 item ;  x  cm.","Berkeley, George, 1685-1753",Ballads (documents),Woodcuts (prints),Petitions,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)","North and Central America, Bermuda (dependent state)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74898088,http://digital.nls.uk/74898088,[NLSBLANK].,"Luttrell, Narcissus, 1657-1732",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,,Electronic reproduction of: [NLSBLANK]. 1 item ;  x  cm.,Ballads (documents),Religion (discipline),"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74898091,http://digital.nls.uk/74898091,[NLSBLANK].,"Benlowes, Edward, 1603?-1676",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,,Electronic reproduction of: [NLSBLANK]. 1 item ;  x  cm.,Woodcuts (prints),Figures (representations),Letters (signs),Poems,Ballads (documents),Historiated initials,Love,Religion (discipline),"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,Available under Creative Commons license; Attribution,,,,,,,,
